id,text1,text2,text3,notes,更新情况,行号,text1相同,text2相同,text3相同,notes相同,text1_095,text2_095,text3_095,notes_095,text1_091,text2_091,text3_091,notes_091,text1_091cn,text2_091cn,text3_091cn,notes_091cn
,,,,,,8547,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8548,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8549,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8550,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8551,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8552,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8553,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8554,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8555,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8556,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8557,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8558,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8559,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8560,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8561,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8562,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8563,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8564,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8565,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8566,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8567,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8568,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8569,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8570,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8571,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8572,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8573,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8574,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8575,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8576,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8577,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8578,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8579,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8580,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8581,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8582,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8583,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8584,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8585,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8586,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8587,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8588,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8589,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8590,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8591,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8592,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8593,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8594,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8595,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8596,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8597,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8598,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8599,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8600,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8601,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8602,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8603,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8604,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8605,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8606,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8607,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8608,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8609,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8610,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8611,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8612,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8613,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8614,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8615,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8616,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8617,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8618,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8619,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8620,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8621,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8622,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8623,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8624,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8625,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8626,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8627,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8628,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8629,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8630,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8631,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8632,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8633,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8634,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8635,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8636,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8637,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8638,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8639,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8640,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8641,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8642,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8643,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8644,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8645,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8646,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8647,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8648,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8649,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8650,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8651,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8652,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8653,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8654,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8655,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8656,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8657,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8658,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8659,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8660,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8661,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8662,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8663,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8664,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8665,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8666,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8667,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8668,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8669,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8670,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8671,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8672,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8673,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8674,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8675,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8676,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8677,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8678,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8679,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8680,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8681,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8682,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8683,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8684,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8685,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8686,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8687,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8688,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8689,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8690,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8691,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8692,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8693,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8694,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8695,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8696,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8697,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8698,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8699,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8700,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8701,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8702,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8703,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8704,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8705,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8706,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8707,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8708,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8709,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8710,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8711,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8712,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8713,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8714,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8715,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8716,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8717,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8718,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8719,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8720,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8721,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8722,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8723,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8724,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8725,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8726,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8727,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8728,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8729,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8730,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8731,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8732,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8733,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8734,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8735,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8736,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8737,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8738,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8739,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8740,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8741,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8742,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8743,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8744,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8745,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8746,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8747,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8748,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8749,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8750,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8751,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8752,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8753,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8754,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8755,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8756,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8757,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8758,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8759,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8760,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8761,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8762,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8763,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8764,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8765,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8766,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8767,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8768,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8769,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8770,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8771,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8772,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8773,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8774,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8775,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8776,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8777,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8778,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8779,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8780,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8781,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8782,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8783,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8784,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8785,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8786,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8787,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8788,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8789,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8790,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8791,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8792,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8793,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8794,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8795,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8796,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8797,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8798,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8799,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8800,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8801,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8802,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8803,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8804,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8805,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8806,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8807,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8808,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8809,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8810,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8811,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8812,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8813,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8814,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8815,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8816,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8817,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8818,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8819,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8820,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8821,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8822,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8823,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8824,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8825,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8826,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8827,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8828,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8829,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8830,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8831,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8832,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8833,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8834,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8835,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8836,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8837,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8838,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8839,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8840,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8841,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8842,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8843,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8844,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8845,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8846,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8847,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8848,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8849,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8850,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8851,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8852,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8853,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8854,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8855,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8856,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8857,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8858,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8859,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8860,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8861,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8862,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8863,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8864,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8865,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8866,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8867,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8868,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8869,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8870,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8871,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8872,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8873,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8874,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8875,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8876,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8877,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8878,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8879,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8880,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8881,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8882,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8883,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,8884,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
